column,dtype,missing_count,missing_ratio
id_24,float64,585793,0.9919615944728554
id_25,float64,585408,0.9913096487960172
id_07,float64,585385,0.9912707013919464
id_08,float64,585385,0.9912707013919464
id_21,float64,585381,0.9912639279303688
id_26,float64,585377,0.9912571544687913
id_22,float64,585371,0.9912469942764249
id_23,str,585371,0.9912469942764249
id_27,str,585371,0.9912469942764249
dist2,float64,552913,0.9362837403054831
D7,float64,551623,0.9340992989467267
id_18,float64,545427,0.9236072069631185
D13,float64,528588,0.8950926270870728
D14,float64,528353,0.8946946862193924
D12,float64,525823,0.8904104717715988
id_03,float64,524216,0.8876892335828225
id_04,float64,524216,0.8876892335828225
D6,float64,517353,0.8760676668811597
id_33,str,517251,0.8758949436109323
D8,float64,515614,0.8731229044603245
D9,float64,515614,0.8731229044603245
id_09,float64,515614,0.8731229044603245
id_10,float64,515614,0.8731229044603245
id_30,str,512975,0.868654113184543
id_32,float64,512954,0.8686185525112609
id_34,str,512735,0.8682477054898906
id_14,float64,510496,0.8644562603718631
V138,float64,508595,0.8612371727571375
V139,float64,508595,0.8612371727571375
V140,float64,508595,0.8612371727571375
V141,float64,508595,0.8612371727571375
V142,float64,508595,0.8612371727571375
V146,float64,508595,0.8612371727571375
V147,float64,508595,0.8612371727571375
V148,float64,508595,0.8612371727571375
V149,float64,508595,0.8612371727571375
V153,float64,508595,0.8612371727571375
V154,float64,508595,0.8612371727571375
V155,float64,508595,0.8612371727571375
V156,float64,508595,0.8612371727571375
V157,float64,508595,0.8612371727571375
V158,float64,508595,0.8612371727571375
V161,float64,508595,0.8612371727571375
V162,float64,508595,0.8612371727571375
V163,float64,508595,0.8612371727571375
V143,float64,508589,0.8612270125647712
V144,float64,508589,0.8612270125647712
V145,float64,508589,0.8612270125647712
V150,float64,508589,0.8612270125647712
V151,float64,508589,0.8612270125647712
V152,float64,508589,0.8612270125647712
V159,float64,508589,0.8612270125647712
V160,float64,508589,0.8612270125647712
V164,float64,508589,0.8612270125647712
V165,float64,508589,0.8612270125647712
V166,float64,508589,0.8612270125647712
V322,float64,508189,0.8605496664070174
V323,float64,508189,0.8605496664070174
V324,float64,508189,0.8605496664070174
V325,float64,508189,0.8605496664070174
V326,float64,508189,0.8605496664070174
V327,float64,508189,0.8605496664070174
V328,float64,508189,0.8605496664070174
V329,float64,508189,0.8605496664070174
V330,float64,508189,0.8605496664070174
V331,float64,508189,0.8605496664070174
V332,float64,508189,0.8605496664070174
V333,float64,508189,0.8605496664070174
V334,float64,508189,0.8605496664070174
V335,float64,508189,0.8605496664070174
V336,float64,508189,0.8605496664070174
V337,float64,508189,0.8605496664070174
V338,float64,508189,0.8605496664070174
V339,float64,508189,0.8605496664070174
DeviceInfo,str,471874,0.7990551021099332
id_13,float64,463220,0.7844007179869272
id_16,str,461200,0.7809801198902699
V217,float64,460110,0.7791343516103905
V218,float64,460110,0.7791343516103905
V219,float64,460110,0.7791343516103905
V223,float64,460110,0.7791343516103905
V224,float64,460110,0.7791343516103905
V225,float64,460110,0.7791343516103905
V226,float64,460110,0.7791343516103905
V228,float64,460110,0.7791343516103905
V229,float64,460110,0.7791343516103905
V230,float64,460110,0.7791343516103905
V231,float64,460110,0.7791343516103905
V232,float64,460110,0.7791343516103905
V233,float64,460110,0.7791343516103905
V235,float64,460110,0.7791343516103905
V236,float64,460110,0.7791343516103905
V237,float64,460110,0.7791343516103905
V240,float64,460110,0.7791343516103905
V241,float64,460110,0.7791343516103905
V242,float64,460110,0.7791343516103905
V243,float64,460110,0.7791343516103905
V244,float64,460110,0.7791343516103905
V246,float64,460110,0.7791343516103905
V247,float64,460110,0.7791343516103905
V248,float64,460110,0.7791343516103905
V249,float64,460110,0.7791343516103905
V252,float64,460110,0.7791343516103905
V253,float64,460110,0.7791343516103905
V254,float64,460110,0.7791343516103905
V257,float64,460110,0.7791343516103905
V258,float64,460110,0.7791343516103905
V260,float64,460110,0.7791343516103905
V261,float64,460110,0.7791343516103905
V262,float64,460110,0.7791343516103905
V263,float64,460110,0.7791343516103905
V264,float64,460110,0.7791343516103905
V265,float64,460110,0.7791343516103905
V266,float64,460110,0.7791343516103905
V267,float64,460110,0.7791343516103905
V268,float64,460110,0.7791343516103905
V269,float64,460110,0.7791343516103905
V273,float64,460110,0.7791343516103905
V274,float64,460110,0.7791343516103905
V275,float64,460110,0.7791343516103905
V276,float64,460110,0.7791343516103905
V277,float64,460110,0.7791343516103905
V278,float64,460110,0.7791343516103905
id_05,float64,453675,0.7682375452975243
id_06,float64,453675,0.7682375452975243
R_emaildomain,str,453249,0.7675161716395164
id_20,float64,451279,0.7641802418125783
id_19,float64,451222,0.7640837199850984
id_17,float64,451171,0.7639973583499847
V167,float64,450909,0.763553696616656
V168,float64,450909,0.763553696616656
V172,float64,450909,0.763553696616656
V173,float64,450909,0.763553696616656
V176,float64,450909,0.763553696616656
V177,float64,450909,0.763553696616656
V178,float64,450909,0.763553696616656
V179,float64,450909,0.763553696616656
V181,float64,450909,0.763553696616656
V182,float64,450909,0.763553696616656
V183,float64,450909,0.763553696616656
V186,float64,450909,0.763553696616656
V187,float64,450909,0.763553696616656
V190,float64,450909,0.763553696616656
V191,float64,450909,0.763553696616656
V192,float64,450909,0.763553696616656
V193,float64,450909,0.763553696616656
V196,float64,450909,0.763553696616656
V199,float64,450909,0.763553696616656
V202,float64,450909,0.763553696616656
V203,float64,450909,0.763553696616656
V204,float64,450909,0.763553696616656
V205,float64,450909,0.763553696616656
V206,float64,450909,0.763553696616656
V207,float64,450909,0.763553696616656
V211,float64,450909,0.763553696616656
V212,float64,450909,0.763553696616656
V213,float64,450909,0.763553696616656
V214,float64,450909,0.763553696616656
V215,float64,450909,0.763553696616656
V216,float64,450909,0.763553696616656
V169,float64,450721,0.7632353439225116
V170,float64,450721,0.7632353439225116
V171,float64,450721,0.7632353439225116
V174,float64,450721,0.7632353439225116
V175,float64,450721,0.7632353439225116
V180,float64,450721,0.7632353439225116
V184,float64,450721,0.7632353439225116
V185,float64,450721,0.7632353439225116
V188,float64,450721,0.7632353439225116
V189,float64,450721,0.7632353439225116
V194,float64,450721,0.7632353439225116
V195,float64,450721,0.7632353439225116
V197,float64,450721,0.7632353439225116
V198,float64,450721,0.7632353439225116
V200,float64,450721,0.7632353439225116
V201,float64,450721,0.7632353439225116
V208,float64,450721,0.7632353439225116
V209,float64,450721,0.7632353439225116
V210,float64,450721,0.7632353439225116
id_31,str,450258,0.7624513157449114
DeviceType,str,449730,0.7615572188166763
id_02,float64,449668,0.7614522301622244
id_11,float64,449562,0.7612727334304196
id_28,str,449562,0.7612727334304196
id_29,str,449562,0.7612727334304196
id_15,str,449555,0.7612608798726589
id_35,str,449555,0.7612608798726589
id_36,str,449555,0.7612608798726589
id_37,str,449555,0.7612608798726589
id_38,str,449555,0.7612608798726589
V220,float64,449124,0.7605310393876791
V221,float64,449124,0.7605310393876791
V222,float64,449124,0.7605310393876791
V227,float64,449124,0.7605310393876791
V234,float64,449124,0.7605310393876791
V238,float64,449124,0.7605310393876791
V239,float64,449124,0.7605310393876791
V245,float64,449124,0.7605310393876791
V250,float64,449124,0.7605310393876791
V251,float64,449124,0.7605310393876791
V255,float64,449124,0.7605310393876791
V256,float64,449124,0.7605310393876791
V259,float64,449124,0.7605310393876791
V270,float64,449124,0.7605310393876791
V271,float64,449124,0.7605310393876791
V272,float64,449124,0.7605310393876791
id_01,float64,446307,0.7557608290716971
id_12,str,446307,0.7557608290716971
dist1,float64,352271,0.596523520845328
M5,str,350482,0.5934940901547736
M7,str,346265,0.5863531682866528
M8,str,346252,0.5863311545365258
M9,str,346252,0.5863311545365258
D5,float64,309841,0.524674027161581
M4,str,281444,0.47658753005723575
D2,float64,280797,0.4754919226470688
D11,float64,279287,0.47293494090154775
V1,float64,279287,0.47293494090154775
V10,float64,279287,0.47293494090154775
V11,float64,279287,0.47293494090154775
V2,float64,279287,0.47293494090154775
V3,float64,279287,0.47293494090154775
V4,float64,279287,0.47293494090154775
V5,float64,279287,0.47293494090154775
V6,float64,279287,0.47293494090154775
V7,float64,279287,0.47293494090154775
V8,float64,279287,0.47293494090154775
V9,float64,279287,0.47293494090154775
M1,str,271100,0.4590713584177194
M2,str,271100,0.4590713584177194
M3,str,271100,0.4590713584177194
D3,float64,262878,0.44514850814508755
M6,str,169360,0.28678836319300977
V35,float64,168969,0.2861262573238053
V36,float64,168969,0.2861262573238053
V37,float64,168969,0.2861262573238053
V38,float64,168969,0.2861262573238053
V39,float64,168969,0.2861262573238053
V40,float64,168969,0.2861262573238053
V41,float64,168969,0.2861262573238053
V42,float64,168969,0.2861262573238053
V43,float64,168969,0.2861262573238053
V44,float64,168969,0.2861262573238053
V45,float64,168969,0.2861262573238053
V46,float64,168969,0.2861262573238053
V47,float64,168969,0.2861262573238053
V48,float64,168969,0.2861262573238053
V49,float64,168969,0.2861262573238053
V50,float64,168969,0.2861262573238053
V51,float64,168969,0.2861262573238053
V52,float64,168969,0.2861262573238053
D4,float64,168922,0.2860466691502693
P_emaildomain,str,94456,0.1599485216920107
V75,float64,89164,0.15098723202492634
V76,float64,89164,0.15098723202492634
V77,float64,89164,0.15098723202492634
V78,float64,89164,0.15098723202492634
V79,float64,89164,0.15098723202492634
V80,float64,89164,0.15098723202492634
V81,float64,89164,0.15098723202492634
V82,float64,89164,0.15098723202492634
V83,float64,89164,0.15098723202492634
V84,float64,89164,0.15098723202492634
V85,float64,89164,0.15098723202492634
V86,float64,89164,0.15098723202492634
V87,float64,89164,0.15098723202492634
V88,float64,89164,0.15098723202492634
V89,float64,89164,0.15098723202492634
V90,float64,89164,0.15098723202492634
V91,float64,89164,0.15098723202492634
V92,float64,89164,0.15098723202492634
V93,float64,89164,0.15098723202492634
V94,float64,89164,0.15098723202492634
D15,float64,89113,0.1509008703898127
V53,float64,77096,0.13055169844549055
V54,float64,77096,0.13055169844549055
V55,float64,77096,0.13055169844549055
V56,float64,77096,0.13055169844549055
V57,float64,77096,0.13055169844549055
V58,float64,77096,0.13055169844549055
V59,float64,77096,0.13055169844549055
V60,float64,77096,0.13055169844549055
V61,float64,77096,0.13055169844549055
V62,float64,77096,0.13055169844549055
V63,float64,77096,0.13055169844549055
V64,float64,77096,0.13055169844549055
V65,float64,77096,0.13055169844549055
V66,float64,77096,0.13055169844549055
V67,float64,77096,0.13055169844549055
V68,float64,77096,0.13055169844549055
V69,float64,77096,0.13055169844549055
V70,float64,77096,0.13055169844549055
V71,float64,77096,0.13055169844549055
V72,float64,77096,0.13055169844549055
V73,float64,77096,0.13055169844549055
V74,float64,77096,0.13055169844549055
V12,float64,76073,0.1288193856470349
V13,float64,76073,0.1288193856470349
V14,float64,76073,0.1288193856470349
V15,float64,76073,0.1288193856470349
V16,float64,76073,0.1288193856470349
V17,float64,76073,0.1288193856470349
V18,float64,76073,0.1288193856470349
V19,float64,76073,0.1288193856470349
V20,float64,76073,0.1288193856470349
V21,float64,76073,0.1288193856470349
V22,float64,76073,0.1288193856470349
V23,float64,76073,0.1288193856470349
V24,float64,76073,0.1288193856470349
V25,float64,76073,0.1288193856470349
V26,float64,76073,0.1288193856470349
V27,float64,76073,0.1288193856470349
V28,float64,76073,0.1288193856470349
V29,float64,76073,0.1288193856470349
V30,float64,76073,0.1288193856470349
V31,float64,76073,0.1288193856470349
V32,float64,76073,0.1288193856470349
V33,float64,76073,0.1288193856470349
V34,float64,76073,0.1288193856470349
D10,float64,76022,0.1287330240119213
addr1,float64,65706,0.1112642666034477
addr2,float64,65706,0.1112642666034477
card2,float64,8933,0.015126833068039422
card5,float64,4259,0.007212043214684865
card4,str,1577,0.00267043722694483
card6,str,1571,0.0026602770345785214
card3,float64,1565,0.0026501168422122124
D1,float64,1269,0.0021488806854743116
V281,float64,1269,0.0021488806854743116
V282,float64,1269,0.0021488806854743116
V283,float64,1269,0.0021488806854743116
V288,float64,1269,0.0021488806854743116
V289,float64,1269,0.0021488806854743116
V296,float64,1269,0.0021488806854743116
V300,float64,1269,0.0021488806854743116
V301,float64,1269,0.0021488806854743116
V313,float64,1269,0.0021488806854743116
V314,float64,1269,0.0021488806854743116
V315,float64,1269,0.0021488806854743116
V100,float64,314,0.0005317167338368274
V101,float64,314,0.0005317167338368274
V102,float64,314,0.0005317167338368274
V103,float64,314,0.0005317167338368274
V104,float64,314,0.0005317167338368274
V105,float64,314,0.0005317167338368274
V106,float64,314,0.0005317167338368274
V107,float64,314,0.0005317167338368274
V108,float64,314,0.0005317167338368274
V109,float64,314,0.0005317167338368274
V110,float64,314,0.0005317167338368274
V111,float64,314,0.0005317167338368274
V112,float64,314,0.0005317167338368274
V113,float64,314,0.0005317167338368274
V114,float64,314,0.0005317167338368274
V115,float64,314,0.0005317167338368274
V116,float64,314,0.0005317167338368274
V117,float64,314,0.0005317167338368274
V118,float64,314,0.0005317167338368274
V119,float64,314,0.0005317167338368274
V120,float64,314,0.0005317167338368274
V121,float64,314,0.0005317167338368274
V122,float64,314,0.0005317167338368274
V123,float64,314,0.0005317167338368274
V124,float64,314,0.0005317167338368274
V125,float64,314,0.0005317167338368274
V126,float64,314,0.0005317167338368274
V127,float64,314,0.0005317167338368274
V128,float64,314,0.0005317167338368274
V129,float64,314,0.0005317167338368274
V130,float64,314,0.0005317167338368274
V131,float64,314,0.0005317167338368274
V132,float64,314,0.0005317167338368274
V133,float64,314,0.0005317167338368274
V134,float64,314,0.0005317167338368274
V135,float64,314,0.0005317167338368274
V136,float64,314,0.0005317167338368274
V137,float64,314,0.0005317167338368274
V95,float64,314,0.0005317167338368274
V96,float64,314,0.0005317167338368274
V97,float64,314,0.0005317167338368274
V98,float64,314,0.0005317167338368274
V99,float64,314,0.0005317167338368274
V279,float64,12,2.0320384732617603e-05
V280,float64,12,2.0320384732617603e-05
V284,float64,12,2.0320384732617603e-05
V285,float64,12,2.0320384732617603e-05
V286,float64,12,2.0320384732617603e-05
V287,float64,12,2.0320384732617603e-05
V290,float64,12,2.0320384732617603e-05
V291,float64,12,2.0320384732617603e-05
V292,float64,12,2.0320384732617603e-05
V293,float64,12,2.0320384732617603e-05
V294,float64,12,2.0320384732617603e-05
V295,float64,12,2.0320384732617603e-05
V297,float64,12,2.0320384732617603e-05
V298,float64,12,2.0320384732617603e-05
V299,float64,12,2.0320384732617603e-05
V302,float64,12,2.0320384732617603e-05
V303,float64,12,2.0320384732617603e-05
V304,float64,12,2.0320384732617603e-05
V305,float64,12,2.0320384732617603e-05
V306,float64,12,2.0320384732617603e-05
V307,float64,12,2.0320384732617603e-05
V308,float64,12,2.0320384732617603e-05
V309,float64,12,2.0320384732617603e-05
V310,float64,12,2.0320384732617603e-05
V311,float64,12,2.0320384732617603e-05
V312,float64,12,2.0320384732617603e-05
V316,float64,12,2.0320384732617603e-05
V317,float64,12,2.0320384732617603e-05
V318,float64,12,2.0320384732617603e-05
V319,float64,12,2.0320384732617603e-05
V320,float64,12,2.0320384732617603e-05
V321,float64,12,2.0320384732617603e-05
C1,float64,0,0.0
C10,float64,0,0.0
C11,float64,0,0.0
C12,float64,0,0.0
C13,float64,0,0.0
C14,float64,0,0.0
C2,float64,0,0.0
C3,float64,0,0.0
C4,float64,0,0.0
C5,float64,0,0.0
C6,float64,0,0.0
C7,float64,0,0.0
C8,float64,0,0.0
C9,float64,0,0.0
ProductCD,str,0,0.0
TransactionAmt,float64,0,0.0
TransactionDT,int64,0,0.0
TransactionID,int64,0,0.0
card1,int64,0,0.0
isFraud,int64,0,0.0
